metric,term,estimate,se_cluster,z_or_t,raw_p,ci_low,ci_high,n_rows,n_subjects,r2
G_lite,group[nonathlete_high_hr]:stage[exercise2]:load[3],-0.523311476166866,0.336165611323855,-1.5567073446507846,0.12439594275437299,-1.1946805620395091,0.14805760970577697,990,66,0.10164962526641708
G_lite,group[nonathlete_high_hr]:stage[exercise2]:load[4],-0.4708081964060015,0.276696997380087,-1.7015298353934507,0.09362276330052216,-1.0234102590120162,0.08179386620001311,990,66,0.10164962526641708
G_lite,group[nonathlete_high_hr]:stage[exercise2]:load[5],-0.232240327305815,0.2918514246565853,-0.7957484791416959,0.42907475186435534,-0.8151078711056942,0.35062721649406414,990,66,0.10164962526641708
G_lite,group[nonathlete_low_hr]:stage[exercise1]:load[2],0.16487309825220473,0.3840876231484109,0.42925907609498265,0.6691541908840057,-0.6022028540816686,0.9319490505860781,990,66,0.10164962526641708
G_lite,group[nonathlete_low_hr]:stage[exercise1]:load[3],-0.1553729500066079,0.3338389214467856,-0.4654129282866574,0.6431913962913246,-0.8220953153246837,0.5113494153114679,990,66,0.10164962526641708
G_lite,group[nonathlete_low_hr]:stage[exercise1]:load[4],-0.2031513012913379,0.343181397044709,-0.5919647831752132,0.555927674614403,-0.8885318787842538,0.482229276201578,990,66,0.10164962526641708
G_lite,group[nonathlete_low_hr]:stage[exercise1]:load[5],-0.3203049168361401,0.2679726476652948,-1.1952895925266587,0.23631671321101158,-0.8554832499006744,0.21487341622839412,990,66,0.10164962526641708
G_lite,group[nonathlete_low_hr]:stage[exercise2]:load[2],-0.5260516216721532,0.40667973835781296,-1.2935279829685347,0.20040648822119217,-1.3382471437214831,0.28614390037717663,990,66,0.10164962526641708
G_lite,group[nonathlete_low_hr]:stage[exercise2]:load[3],-0.4776092181100245,0.397875153946414,-1.2003997067239567,0.23434075095528914,-1.272220770863712,0.3170023346436632,990,66,0.10164962526641708
G_lite,group[nonathlete_low_hr]:stage[exercise2]:load[4],-0.8326870629313923,0.3489112353642783,-2.3865298062472284,0.019928646734230983,-1.5295109177412771,-0.13586320812150743,990,66,0.10164962526641708
