metric,target_count,term,estimate,se_cluster,z_or_t,raw_p,ci_low,ci_high,n_rows,n_subjects,r2,group_stage_joint_raw_p
pi_MOT_lite,3,stage[exercise2],0.10769122836522499,0.30783089175499606,0.34983892536340017,0.7275905919730413,-0.5070895149327932,0.7224719716632431,198,66,0.038547595677554725,0.6816335067746445
pi_MOT_lite,3,group[nonathlete_high_hr]:stage[exercise1],0.06879566558521018,0.39923242828280386,0.17231983353936736,0.8637215105197562,-0.7285265511977692,0.8661178823681897,198,66,0.038547595677554725,0.6816335067746445
pi_MOT_lite,3,group[nonathlete_high_hr]:stage[exercise2],0.21211178528284108,0.4243189553454938,0.4998876024997116,0.6188423292779299,-0.6353116856869383,1.0595352562526206,198,66,0.038547595677554725,0.6816335067746445
pi_MOT_lite,3,group[nonathlete_low_hr]:stage[exercise1],-0.0191312959845691,0.4246098961286613,-0.04505617075578501,0.9642006728823931,-0.8671358158215096,0.8288732238523714,198,66,0.038547595677554725,0.6816335067746445
pi_MOT_lite,3,group[nonathlete_low_hr]:stage[exercise2],0.5305287826008264,0.4513830699435474,1.1753404545438033,0.24414592677782193,-0.37094545758979125,1.432003022791444,198,66,0.038547595677554725,0.6816335067746445
pi_MOT_lite,4,Intercept,0.15306959840994916,0.22889268818598352,0.668739572343065,0.5060297622522257,-0.304060666120029,0.6101998629399273,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,4,group[nonathlete_high_hr],-0.3203895673283237,0.28427726088668714,-1.1270319909830244,0.26387240934337364,-0.88813046153897,0.24735132688232264,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,4,group[nonathlete_low_hr],-0.3433426437321898,0.4043418737155046,-0.8491394684829652,0.39892028208861263,-1.1508691276796763,0.4641838402152967,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,4,stage[exercise1],0.29762236330441005,0.3170997804179399,0.9385763777954735,0.3514229481581509,-0.335669628911038,0.9309143555198581,198,66,0.04333138167746442,0.27704174652332736
pi_MOT_lite,4,stage[exercise2],-0.09262384823818937,0.2865768620450827,-0.32320769924411513,0.7475754641543716,-0.6649573630964496,0.47970966662007086,198,66,0.04333138167746442,0.27704174652332736
